,satelite,pais,estado,municipio,bioma,diasemchuv,precipitac,riscofogo,latitude,longitude,frp,datahora_s,geometry,freq_estados,freq_municipio,freq_bio
96,NPP-375,Brasil,MATO GROSSO,SAO JOSE DO RIO CLARO,Amazonia,3.0,0.2,0.1,-13.24291,-56.82715,10.5,2020-01-12 16:48:00,POINT (-56.82715 -13.24291),2983,6,11802
97,NPP-375,Brasil,MATO GROSSO,GAUCHA DO NORTE,Amazonia,2.0,1.0,0.2,-13.50451,-53.85841,6.8,2020-01-12 16:48:00,POINT (-53.85841 -13.50451),2983,86,11802
98,NPP-375,Brasil,MATO GROSSO,GAUCHA DO NORTE,Amazonia,2.0,0.9,0.2,-13.50901,-53.86145,4.4,2020-01-12 16:48:00,POINT (-53.86145 -13.50901),2983,86,11802
99,NPP-375,Brasil,MATO GROSSO,GAUCHA DO NORTE,Amazonia,2.0,0.9,0.2,-13.50949,-53.86507,4.4,2020-01-12 16:48:00,POINT (-53.86507 -13.50949),2983,86,11802
100,NPP-375,Brasil,PARA,JURUTI,Amazonia,2.0,0.4,0.1,-2.30939,-55.83146,6.8,2020-01-12 16:48:00,POINT (-55.83146 -2.30939),2330,59,11802
101,NPP-375,Brasil,MATO GROSSO,VERA,Amazonia,0.0,0.9,0.1,-12.17182,-55.29014,13.7,2020-01-12 16:48:00,POINT (-55.29014 -12.17182),2983,66,11802
102,NPP-375,Brasil,PARA,CUMARU DO NORTE,Amazonia,1.0,6.5,0.0,-9.23577,-51.35052,0.8,2020-01-01 16:54:00,POINT (-51.35052 -9.23577),2330,8,11802
103,NPP-375,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,3.0,0.0,0.2,1.02048,-60.4408,4.3,2020-01-01 16:54:00,POINT (-60.4408 1.02048),4378,126,11802
104,NPP-375,Brasil,RORAIMA,BONFIM,Amazonia,7.0,0.0,1.0,3.25122,-60.14448,4.7,2020-01-01 16:54:00,POINT (-60.14448 3.25122),4378,373,11802
105,NPP-375,Brasil,RORAIMA,BONFIM,Amazonia,8.0,0.0,1.0,3.25551,-60.14518,4.7,2020-01-01 16:54:00,POINT (-60.14518 3.25551),4378,373,11802
106,NPP-375,Brasil,PARA,MONTE ALEGRE,Amazonia,3.0,0.3,0.3,-1.37155,-54.01802,5.4,2020-01-12 16:48:00,POINT (-54.01802 -1.37155),2330,279,11802
107,NPP-375,Brasil,PARA,MONTE ALEGRE,Amazonia,3.0,0.3,0.3,-1.37213,-54.02191,3.5,2020-01-12 16:48:00,POINT (-54.02191 -1.37213),2330,279,11802
108,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,8.0,0.0,1.0,3.72416,-59.86787,6.2,2020-01-04 17:42:00,POINT (-59.86787 3.72416),4378,940,11802
109,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,8.0,0.0,1.0,3.72479,-59.86816,9.2,2020-01-04 17:42:00,POINT (-59.86816 3.72479),4378,940,11802
110,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,9.0,0.0,1.0,3.72573,-59.82884,10.4,2020-01-04 17:42:00,POINT (-59.82884 3.72573),4378,940,11802
111,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,9.0,0.0,1.0,3.72994,-59.82946,10.4,2020-01-04 17:42:00,POINT (-59.82946 3.72994),4378,940,11802
112,NPP-375,Brasil,RORAIMA,BONFIM,Amazonia,10.0,0.0,1.0,3.05694,-60.06076,4.8,2020-01-04 17:42:00,POINT (-60.06076 3.05694),4378,373,11802
113,NOAA-20,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,10.0,0.0,0.3,1.18665,-59.8531,,2020-01-04 16:42:25,POINT (-59.8531 1.18665),4378,65,11802
114,GOES-16,Brasil,RORAIMA,NORMANDIA,Amazonia,15.0,0.0,1.0,3.56,-60.2,,2020-01-12 14:15:53,POINT (-60.2 3.56),4378,940,11802
115,NPP-375,Brasil,AMAZONAS,BARCELOS,Amazonia,5.0,0.0,0.1,-1.6805,-62.87534,12.6,2020-01-05 17:18:00,POINT (-62.87534 -1.6805),1254,60,11802
116,NPP-375,Brasil,PARA,OBIDOS,Amazonia,1.0,0.8,0.0,-1.63957,-55.60103,9.4,2020-01-05 17:18:00,POINT (-55.60103 -1.63957),2330,98,11802
117,NPP-375,Brasil,PARA,OBIDOS,Amazonia,1.0,0.8,0.0,-1.63913,-55.59978,13.1,2020-01-05 17:18:00,POINT (-55.59978 -1.63913),2330,98,11802
118,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,13.0,0.0,1.0,4.15341,-60.41185,2.6,2020-01-12 16:48:00,POINT (-60.41185 4.15341),4378,940,11802
119,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,13.0,0.0,1.0,4.13784,-60.65569,2.1,2020-01-12 16:48:00,POINT (-60.65569 4.13784),4378,650,11802
120,NOAA-20,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,5.0,0.0,0.1,0.11246,-60.55558,,2020-01-05 18:04:57,POINT (-60.55558 0.11246),4378,126,11802
121,NOAA-20,Brasil,RORAIMA,RORAINOPOLIS,Amazonia,5.0,0.0,0.0,-0.22207,-60.97847,,2020-01-05 18:04:57,POINT (-60.97847 -0.22207),4378,126,11802
122,NOAA-20,Brasil,AMAZONAS,BARCELOS,Amazonia,3.0,0.0,0.0,-0.90363,-62.98187,,2020-01-05 18:04:57,POINT (-62.98187 -0.90363),1254,60,11802
123,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazonia,11.0,0.0,0.3,1.1021,-59.55517,,2020-01-05 18:04:57,POINT (-59.55517 1.1021),4378,387,11802
124,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazonia,8.0,0.0,0.3,0.98236,-59.59656,,2020-01-05 18:04:57,POINT (-59.59656 0.98236),4378,387,11802
125,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazonia,8.0,0.0,0.2,0.98329,-59.59037,,2020-01-05 18:04:57,POINT (-59.59037 0.98329),4378,387,11802
126,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazonia,7.0,0.0,0.2,0.93051,-59.47541,,2020-01-05 18:04:57,POINT (-59.47541 0.93051),4378,387,11802
127,NOAA-20,Brasil,RORAIMA,CAROEBE,Amazonia,7.0,0.0,0.2,0.93149,-59.46903,,2020-01-05 18:04:57,POINT (-59.46903 0.93149),4378,387,11802
128,NPP-375,Brasil,RORAIMA,NORMANDIA,Amazonia,14.0,0.0,1.0,4.16842,-59.84276,6.9,2020-01-12 16:48:00,POINT (-59.84276 4.16842),4378,940,11802
129,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,18.0,0.0,1.0,4.16537,-60.54932,2.6,2020-01-12 16:48:00,POINT (-60.54932 4.16537),4378,650,11802
130,NOAA-20,Brasil,AMAZONAS,SAO GABRIEL DA CACHOEIRA,Amazonia,3.0,0.0,-999.0,-0.20855,-66.79966,,2020-01-05 18:04:57,POINT (-66.79966 -0.20855),1254,156,11802
131,NOAA-20,Brasil,RORAIMA,SAO JOAO DA BALIZA,Amazonia,6.0,0.0,0.2,0.84676,-59.79223,,2020-01-05 18:04:57,POINT (-59.79223 0.84676),4378,65,11802
132,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,14.0,0.0,0.8,4.21948,-60.93307,7.8,2020-01-12 16:48:00,POINT (-60.93307 4.21948),4378,650,11802
133,NOAA-20,Brasil,AMAZONAS,RIO PRETO DA EVA,Amazonia,5.0,0.0,0.0,-2.57585,-59.76572,,2020-01-05 18:04:57,POINT (-59.76572 -2.57585),1254,25,11802
134,NOAA-20,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.2,0.0,-3.14762,-60.57525,,2020-01-05 18:04:57,POINT (-60.57525 -3.14762),1254,50,11802
135,NOAA-20,Brasil,AMAZONAS,MANACAPURU,Amazonia,3.0,0.2,0.0,-3.14685,-60.57051,,2020-01-05 18:04:57,POINT (-60.57051 -3.14685),1254,50,11802
136,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,15.0,0.0,0.6,4.28491,-61.09622,12.3,2020-01-12 16:48:00,POINT (-61.09622 4.28491),4378,650,11802
137,NPP-375,Brasil,RORAIMA,PACARAIMA,Amazonia,15.0,0.0,0.9,4.25084,-60.8973,5.9,2020-01-12 16:48:00,POINT (-60.8973 4.25084),4378,650,11802
